JunctionID,StreetIntersectCount,JunctionType,longitude,latitude,Vulnerability
3685,4,Junction,-123.0901417,49.24863704,1.3857653490849549
3686,2,Junction,-123.0901886,49.27571766,0.0
3687,4,Junction,-123.0901209,49.24919248,0.6097559250306124
3688,4,Junction,-123.0900869,49.25009849,0.8530519077792255
3689,4,Junction,-123.0900529,49.25100163,0.0
3690,4,Junction,-123.0900181,49.25190613,0.0
3691,4,Junction,-123.0899841,49.2528106,0.7856781408072188
3692,4,Junction,-123.0899497,49.25371489,0.0
3693,4,Junction,-123.0899166,49.25462027,1.706692605650366
3694,4,Junction,-123.0898825,49.25552476,1.048225208526306
3695,4,Junction,-123.0898497,49.25642342,1.2205908003475128
3696,1,Dead end,-123.0898709,49.27003675,0.0
3697,4,Junction,-123.0898386,49.25671196,2.0934769933517985
3698,4,Junction,-123.0897157,49.27657309,0.3516092065580222
3699,4,Junction,-123.0895627,49.21102923,0.7795218478837525
3700,4,Junction,-123.0896746,49.27747514,1.1064884149388674
3701,4,Junction,-123.0896375,49.27837509,0.0
3702,3,Junction,-123.0895183,49.21297673,0.8095544526628895
3703,4,Junction,-123.0896007,49.27927911,3.875459676742045
3704,4,Junction,-123.0895623,49.28018681,0.0
3705,4,Junction,-123.0895153,49.28114295,3.72695914672655
3706,3,Junction,-123.0894867,49.2710123,0.8832418638033298
3707,3,Junction,-123.0893793,49.22545008,0.0
3708,4,Junction,-123.0894746,49.28209229,3.072662870700465
3709,4,Junction,-123.0894032,49.25714943,0.5526834771623851
3710,4,Junction,-123.0894351,49.2829965,2.486494939011574
3711,4,Junction,-123.0893101,49.22734898,1.1255815063135948
3712,4,Junction,-123.0893954,49.28390206,0.5677928793370641
3713,2,Psudo,-123.0892539,49.20806799,0.0
3714,1,Dead end,-123.0893818,49.28421479,0.0
3715,3,Junction,-123.0892357,49.20834276,0.0
3716,4,Junction,-123.0892672,49.22913724,0.4475232137638106
3717,1,Dead end,-123.0892592,49.22938658,0.0
3718,3,Junction,-123.0892571,49.23286527,0.0
3719,1,Dead end,-123.0892296,49.23036276,0.0
3720,4,Junction,-123.0892129,49.23096797,0.0
3721,3,Junction,-123.0892213,49.23653127,0.0
3722,3,Junction,-123.0892167,49.23476541,0.0
3723,1,Dead end,-123.0892632,49.27157725,0.0
3724,4,Junction,-123.0891747,49.23828576,0.4129496711338881
3725,3,Junction,-123.0891554,49.23286634,0.0
3726,4,Junction,-123.0891862,49.25790132,0.0
3727,4,Junction,-123.0891667,49.25880597,0.0
3728,3,Junction,-123.0891151,49.24029107,0.7034476949995692
3729,4,Junction,-123.0891478,49.25971098,1.4944753210818498
3730,4,Junction,-123.0891333,49.26061544,0.5929664464014994
3731,4,Junction,-123.0891192,49.26151951,0.6556592205741436
3732,4,Junction,-123.0891035,49.2624681,2.162644980010384
3733,4,Junction,-123.0890886,49.26341806,0.8218528526115441
3734,4,Junction,-123.0890747,49.26432249,1.472537590026229
3735,4,Junction,-123.0890606,49.26522709,2.8605065967158456
3736,3,Junction,-123.0890582,49.27209614,0.5048858887870696
3737,3,Junction,-123.0890466,49.26613161,0.0
3738,2,Junction,-123.0890429,49.26757473,0.0
3739,4,Junction,-123.0890382,49.26667086,0.822676242559137
3740,1,Dead end,-123.0888255,49.26831719,0.0
3741,1,Dead end,-123.0886363,49.23380871,0.4047319726783238
3742,3,Junction,-123.0882177,49.21105011,1.002265534024959
3743,3,Junction,-123.0881761,49.21199859,0.0
3744,4,Junction,-123.0881344,49.21295237,0.4658807751697933
3745,3,Junction,-123.088104,49.23475354,0.0
3746,3,Junction,-123.0880654,49.2226824,0.0
3747,4,Junction,-123.0880789,49.23565573,1.168203196055594
3748,4,Junction,-123.0880443,49.22353187,0.9104650930658408
3749,4,Junction,-123.0880061,49.21387813,0.772621724187752
3750,4,Junction,-123.0880231,49.2244865,0.0
3751,4,Junction,-123.0880259,49.23651375,0.5459075360270933
3752,4,Junction,-123.0879687,49.22543428,0.0
3753,4,Junction,-123.0879774,49.23827045,0.0
3754,4,Junction,-123.0879537,49.2402805,0.2790420885850588
3755,4,Junction,-123.0879303,49.22733152,0.0
3756,4,Junction,-123.0879396,49.2408382,0.5639051904523875
3757,4,Junction,-123.0878815,49.21476117,0.0
3758,4,Junction,-123.0879178,49.24168871,0.2574846067639487
3759,4,Junction,-123.0878863,49.22912156,0.0
3760,3,Junction,-123.0878608,49.21559524,0.0
3761,4,Junction,-123.0878921,49.24253833,0.0
3762,4,Junction,-123.0878366,49.21650106,0.0
3763,3,Junction,-123.0878724,49.24326845,0.0
3764,3,Junction,-123.0878662,49.24350356,0.0
3765,4,Junction,-123.0878129,49.21734961,0.0
3766,3,Junction,-123.0878316,49.23095056,0.7105532272722921
3767,3,Junction,-123.0878343,49.24469235,0.7856781408072188
3768,4,Junction,-123.0877863,49.21822028,1.1185629339270613
3769,4,Junction,-123.0878132,49.24548755,0.0
3770,4,Junction,-123.0877606,49.21906269,0.3810471181045496
3771,3,Junction,-123.0877742,49.23284896,0.0
3772,4,Junction,-123.0877873,49.24657443,0.0
3773,3,Junction,-123.087734,49.2199118,0.0
3774,4,Junction,-123.0877582,49.24753805,0.7471720943315961
3775,4,Junction,-123.0877507,49.2486091,0.0
3776,4,Junction,-123.0877304,49.24916047,0.0
3777,2,Psudo,-123.0876477,49.22194321,0.0
3778,4,Junction,-123.0876961,49.2500605,0.0
3779,4,Junction,-123.0876627,49.25096409,1.002907043384949
3780,4,Junction,-123.0876286,49.2518677,0.5582661385478637
3781,4,Junction,-123.0875944,49.25277172,0.0
3782,4,Junction,-123.0875611,49.25367578,0.4705866415856499
3783,4,Junction,-123.0875279,49.25458125,0.7249803359578534
3784,3,Junction,-123.0874913,49.25548793,0.0
3785,3,Junction,-123.0874863,49.25561652,0.2259481555339872
3786,3,Junction,-123.0874603,49.25638616,0.0
3787,3,Junction,-123.0874352,49.25706934,0.0
3788,3,Junction,-123.0874295,49.27066526,0.8020169588267049
3789,3,Junction,-123.0874223,49.27466321,0.0
3790,2,Psudo,-123.0873824,49.27564504,0.0
3791,4,Junction,-123.0873425,49.27653103,0.6734713692977978
3792,4,Junction,-123.0873068,49.27743539,2.1666541756970963
3793,4,Junction,-123.0872503,49.25793131,0.0
3794,4,Junction,-123.0872714,49.27834178,1.1965015399375862
3795,4,Junction,-123.0872324,49.2587905,0.9086572043217482
3796,4,Junction,-123.0872134,49.25969496,0.4658807751697933
3797,3,Junction,-123.0872,49.25705964,0.0
3798,4,Junction,-123.0871988,49.26059962,0.4753400420057069
3799,4,Junction,-123.0872235,49.27923808,0.7056399688735326
3800,4,Junction,-123.0871761,49.26150391,1.5032123300446
3801,4,Junction,-123.0871624,49.26245259,0.5639051904523875
3802,4,Junction,-123.0871902,49.28014113,2.2529688356421995
3803,4,Junction,-123.0871425,49.26340241,1.7271349426692282
3804,4,Junction,-123.0871234,49.2643069,1.0319583120611795
3805,4,Junction,-123.0871423,49.28109649,2.9909509787480952
3806,3,Junction,-123.0871045,49.26521176,2.2008048976417283
3807,4,Junction,-123.0871028,49.28204664,2.614983247943505
3808,2,Psudo,-123.0869571,49.22057835,2.3867313001204638
3809,4,Junction,-123.087065,49.28295213,2.228879293966398
3810,2,Junction,-123.0870373,49.28355072,0.0
3811,3,Junction,-123.0870012,49.27174906,0.0
3812,3,Junction,-123.0869122,49.23650168,1.264129917911197
3813,3,Junction,-123.0868983,49.23283647,0.0
3814,3,Junction,-123.086874,49.23378751,0.0
3815,4,Junction,-123.0868648,49.2382565,0.0
3816,3,Junction,-123.0868038,49.2402743,0.2818606955404635
3817,3,Junction,-123.0868295,49.28204213,0.0
3818,2,Junction,-123.0867153,49.27258534,0.4551867875537986
3819,3,Junction,-123.0866179,49.22541998,0.2498370564584527
3820,3,Junction,-123.0866246,49.24325835,0.5582661385478637
3821,3,Junction,-123.0866473,49.26621359,0.6827398430042207
3822,4,Junction,-123.0865492,49.22731367,0.0
3823,3,Junction,-123.0865628,49.2454738,0.0
3824,4,Junction,-123.0865052,49.22910432,0.8684626535836233
3825,1,Dead end,-123.0864985,49.2293514,0.0
3826,2,Junction,-123.0864895,49.26720346,0.0
3827,3,Junction,-123.0860283,49.2402691,0.0
3828,3,Junction,-123.0860677,49.2742127,1.0684123700141877
3829,3,Junction,-123.0860094,49.24082488,0.0
3830,3,Junction,-123.0859808,49.24167539,0.0
3831,4,Junction,-123.0859579,49.24252506,0.0
3832,4,Junction,-123.0859372,49.24325961,0.0
3833,3,Junction,-123.085919,49.24392139,0.0
3834,3,Junction,-123.0858996,49.24462394,0.0
3835,4,Junction,-123.0858765,49.24546674,0.0
3836,3,Junction,-123.0857747,49.21108713,0.0
3837,3,Junction,-123.0857996,49.2364883,0.0
3838,4,Junction,-123.0858564,49.27040019,0.2448652990349294
3839,3,Junction,-123.0858175,49.24858617,0.0
3840,4,Junction,-123.0858123,49.24655016,0.0
3841,4,Junction,-123.085797,49.24912939,0.3697296376497264
3842,4,Junction,-123.0857302,49.21199022,0.7133783505218309
3843,4,Junction,-123.0857513,49.23824607,0.0
3844,4,Junction,-123.0857594,49.24751744,0.7675684721044411
3845,4,Junction,-123.0857626,49.25003185,0.2993803913123313
3846,4,Junction,-123.0856864,49.2129079,1.4299988630525065
3847,4,Junction,-123.085681,49.21382304,0.0
3848,3,Junction,-123.0856749,49.21472661,0.9952785739952246
3849,3,Junction,-123.0857248,49.2485851,0.4129496711338881
3850,4,Junction,-123.0857286,49.25093594,0.2993803913123313
3851,3,Junction,-123.0856911,49.2402669,0.536268225207185
3852,4,Junction,-123.0856941,49.25183719,1.1478567472831367
3853,4,Junction,-123.0856604,49.25274059,0.2424166460445802
3854,4,Junction,-123.0856295,49.25364503,0.3790183049324045
3855,3,Junction,-123.0855875,49.25455099,1.85803024295788
3856,4,Junction,-123.085586,49.25472874,0.0
3857,3,Junction,-123.0855586,49.25545339,0.0
3858,3,Junction,-123.0854754,49.21645958,0.0
3859,4,Junction,-123.0855259,49.25635552,0.7471720943315961
3860,4,Junction,-123.0854528,49.2173189,0.334376856889913
3861,3,Junction,-123.0855024,49.25699009,0.0
3862,3,Junction,-123.0854298,49.21820862,1.0946552523511934
3863,3,Junction,-123.0853051,49.22265064,0.0
3864,4,Junction,-123.0852842,49.22349483,0.0
3865,3,Junction,-123.0853361,49.25698334,0.2148744477060795
3866,4,Junction,-123.0852611,49.22445529,0.0
3867,4,Junction,-123.0853155,49.25787033,0.7249803359578534
3868,2,Psudo,-123.0852389,49.22190814,0.0
3869,2,Psudo,-123.0852315,49.21903086,0.0
3870,4,Junction,-123.0852973,49.25877487,0.7621327258169888
3871,4,Junction,-123.0852374,49.22540325,0.2762516676992083
3872,4,Junction,-123.0852783,49.2596788,0.6205270644527783
3873,2,Psudo,-123.0851967,49.21987391,0.2549097606963093
3874,4,Junction,-123.0852593,49.26058381,0.0
3875,2,Psudo,-123.0851729,49.2205514,0.0
3876,4,Junction,-123.0852403,49.26148824,1.0777919329922296
3877,4,Junction,-123.0851703,49.22729571,2.078145169331683
3878,4,Junction,-123.0852212,49.26243698,0.2214517872388609
3879,4,Junction,-123.0852015,49.26338643,2.4936394832089093
3880,4,Junction,-123.0851249,49.22908635,0.0
3881,4,Junction,-123.0851832,49.26429047,2.7798363958599097
3882,1,Dead end,-123.0851181,49.22933355,0.0
3883,2,Junction,-123.0851657,49.26519638,0.0
3884,3,Junction,-123.0849765,49.2764879,0.0
3885,4,Junction,-123.0849364,49.27739311,0.2934227215252159
3886,2,Psudo,-123.0849029,49.26587994,0.4129496711338881
3887,3,Junction,-123.0848942,49.27829357,0.6676295045355091
3888,3,Junction,-123.0847799,49.23281016,0.0
3889,3,Junction,-123.0848562,49.27919712,0.5416777377977908
3890,4,Junction,-123.0847679,49.23471328,0.6689717585696803
3891,4,Junction,-123.0847586,49.23376224,0.0
3892,4,Junction,-123.0847445,49.2356178,0.0
3893,3,Junction,-123.0848138,49.28010309,0.314809173180952
3894,4,Junction,-123.0847699,49.28105345,8.484652001477237
3895,4,Junction,-123.0846862,49.23647536,0.0
3896,3,Junction,-123.084733,49.28200494,0.0
3897,1,Dead end,-123.0847053,49.2677639,0.0
3898,4,Junction,-123.0846378,49.23823222,0.0
3899,3,Junction,-123.0845782,49.24025917,0.0
3900,2,Psudo,-123.0844156,49.27021927,0.6965347971196372
3901,3,Junction,-123.0841859,49.20876898,1.6551093431026105
3902,1,Dead end,-123.0841412,49.21198002,0.0
3903,2,Psudo,-123.0840998,49.20850239,0.0
3904,3,Junction,-123.0841006,49.24025619,0.0
3905,3,Junction,-123.0840443,49.21111295,4.431881766319714
3906,4,Junction,-123.0840124,49.24251033,0.0
3907,3,Junction,-123.0839919,49.24324369,0.4129496711338881
3908,3,Junction,-123.0839742,49.24390662,0.0
3909,4,Junction,-123.0839543,49.24460989,0.0
3910,4,Junction,-123.0839336,49.24544916,0.0
3911,3,Junction,-123.0839054,49.246527,0.0
3912,3,Junction,-123.0838572,49.22538614,1.0497203478053927
3913,3,Junction,-123.0838884,49.24749738,0.0
3914,3,Junction,-123.0838846,49.24773082,0.5471566423907612
3915,4,Junction,-123.0838758,49.24856377,0.4566097477439145
3916,3,Junction,-123.0838381,49.22784421,0.0
3917,3,Junction,-123.0839281,49.28264969,0.617290140942288
3918,4,Junction,-123.0838616,49.24909684,0.0
3919,3,Junction,-123.0838123,49.22727849,0.0
3920,3,Junction,-123.0838082,49.22906962,0.0
3921,3,Junction,-123.0838279,49.25000178,0.0
3922,4,Junction,-123.0837953,49.25090443,0.0
3923,3,Junction,-123.0838262,49.26999569,15.000671844955324
3924,2,Psudo,-123.0838053,49.27004877,0.0
3925,4,Junction,-123.0837603,49.25180709,0.0
3926,4,Junction,-123.0837261,49.25270972,0.6235253948912
3927,3,Junction,-123.0836927,49.25361811,0.4898902730042049
3928,4,Junction,-123.0836855,49.25384204,3.1643780059102333
3929,3,Junction,-123.0836608,49.25451778,1.267143081356895
3930,4,Junction,-123.0836266,49.25542179,0.0
3931,3,Junction,-123.0835727,49.23646213,0.2448652990349294
3932,4,Junction,-123.0835926,49.25632602,0.0
3933,4,Junction,-123.0835273,49.23821773,0.0
3934,3,Junction,-123.0834657,49.240252,0.0
3935,4,Junction,-123.0834835,49.25690782,0.0
3936,4,Junction,-123.0833827,49.25785413,0.0
3937,4,Junction,-123.0833636,49.25875917,1.6449692288182571
3938,4,Junction,-123.0833447,49.25966352,0.9754025544669368
3939,4,Junction,-123.0833245,49.26056805,0.5309055429551132
3940,3,Junction,-123.0832387,49.21112574,0.0
3941,4,Junction,-123.0833057,49.26147261,0.0
3942,4,Junction,-123.0832863,49.26242167,0.8143740414628814
3943,4,Junction,-123.0832667,49.26337128,0.4386175018099107
3944,3,Junction,-123.0832487,49.26427499,0.0
3945,3,Junction,-123.0832647,49.27736745,2.296290617908808
3946,4,Junction,-123.0831546,49.21286183,0.0
3947,4,Junction,-123.0831434,49.21466713,1.517909127844225
3948,4,Junction,-123.083134,49.2138037,0.3887839180742268
3949,3,Junction,-123.0831292,49.2155427,0.0
3950,4,Junction,-123.0831131,49.21641839,0.0
3951,3,Junction,-123.0830939,49.21729002,0.0
3952,4,Junction,-123.0830759,49.21816149,0.5582661385478637
3953,3,Junction,-123.0830452,49.21900315,0.5099857462495653
3954,3,Junction,-123.0830229,49.21960968,0.0
3955,3,Junction,-123.0830137,49.21984126,0.8302854776836539
3956,4,Junction,-123.0829888,49.22051812,0.3810471181045496
3957,4,Junction,-123.0829354,49.22187194,0.0
3958,3,Junction,-123.0829088,49.22261735,0.0
3959,4,Junction,-123.082878,49.22346253,0.0
3960,3,Junction,-123.0828385,49.2244276,0.0
3961,2,Psudo,-123.0829024,49.26549637,0.0
3962,3,Junction,-123.0827999,49.22537507,0.4801414565714212
3963,3,Junction,-123.0828155,49.2402478,0.0
3964,4,Junction,-123.082729,49.24249982,0.0
3965,4,Junction,-123.0827099,49.24460383,0.314809173180952
3966,4,Junction,-123.082683,49.22907776,0.6964132180495735
3967,3,Junction,-123.0827395,49.27323812,1.003769514933134
3968,4,Junction,-123.0826892,49.24544289,0.5525033353984166
3969,3,Junction,-123.0826687,49.24652769,0.0
3970,3,Junction,-123.0826971,49.27424524,0.296386587399208
3971,2,Junction,-123.0826196,49.22782893,0.2259481555339872
3972,3,Junction,-123.0826204,49.23088564,0.0
3973,4,Junction,-123.0826467,49.24771904,0.5416850759668536
3974,3,Junction,-123.0826317,49.24854985,0.0
3975,3,Junction,-123.0826298,49.27579653,0.0
3976,4,Junction,-123.0825553,49.23278259,0.0
3977,3,Junction,-123.0826332,49.28006997,3.08382861930892
3978,3,Junction,-123.0825239,49.23373314,1.4269462813997584
3979,4,Junction,-123.0825854,49.27682524,0.6795744339345433
3980,3,Junction,-123.082498,49.23462052,0.7856781408072188
3981,3,Junction,-123.0824963,49.23468676,0.0
3982,3,Junction,-123.0825661,49.2773527,0.3810471181045496
3983,3,Junction,-123.0824681,49.23559078,0.2127257032290187
3984,4,Junction,-123.0824603,49.23644904,0.5048858887870696
3985,4,Junction,-123.0824131,49.23820311,0.2762516676992083
3986,2,Junction,-123.0823631,49.22620459,0.0
3987,2,Junction,-123.0823367,49.22701531,0.0
3988,3,Junction,-123.0823525,49.24024465,0.2847077732731954
3989,4,Junction,-123.0824069,49.28101461,1.4270180091635465
3990,4,Junction,-123.0823638,49.28195896,0.8514462364572212
3991,3,Junction,-123.0823396,49.28252811,0.0
3992,1,Dead end,-123.0822798,49.27825608,0.0
3993,1,Dead end,-123.0822401,49.27916192,0.2105984461967285
3994,1,Dead end,-123.082126,49.21197546,0.7875128516335381
3995,2,Junction,-123.0821101,49.20951661,0.0
3996,3,Junction,-123.0820774,49.2111161,0.0
3997,3,Junction,-123.081942,49.24854167,0.0
3998,3,Junction,-123.0819355,49.24652363,0.0
3999,4,Junction,-123.0819241,49.24906681,0.2448652990349294
4000,4,Junction,-123.0818952,49.24771049,0.0
4001,3,Junction,-123.0818909,49.24997074,0.0
4002,3,Junction,-123.0818685,49.24854077,0.0
4003,4,Junction,-123.0818574,49.25087474,0.0
4004,4,Junction,-123.0818275,49.251777,0.0
4005,3,Junction,-123.0817923,49.2526811,0.0
4006,2,Psudo,-123.0817116,49.20870442,0.0
4007,4,Junction,-123.0817796,49.25294808,0.0
4008,3,Junction,-123.0817582,49.2535845,0.2002770268574893
4009,4,Junction,-123.0817271,49.25448856,0.0
4010,4,Junction,-123.0816935,49.25539306,0.0
4011,3,Junction,-123.0815977,49.21640952,0.0
4012,4,Junction,-123.08166,49.25629511,0.0
4013,4,Junction,-123.0815752,49.2181503,0.2002770268574893
4014,3,Junction,-123.0816387,49.25683258,0.0
4015,2,Psudo,-123.0816469,49.26970091,0.0
4016,3,Junction,-123.0815578,49.21960008,0.685956187703779
4017,3,Junction,-123.0815589,49.22184952,0.0
4018,3,Junction,-123.0815296,49.2402391,0.0
4019,4,Junction,-123.0814966,49.22345031,0.0
4020,3,Junction,-123.0814191,49.22534838,0.4998370298991989
4021,3,Junction,-123.0814671,49.25682563,0.0
4022,4,Junction,-123.0814463,49.25783895,0.6491026283684022
4023,1,Dead end,-123.0814663,49.27156082,0.0
4024,4,Junction,-123.0814278,49.25874326,0.3587482976818919
4025,2,Junction,-123.081438,49.27081152,1.1824050100183552
4026,3,Junction,-123.081439,49.27318716,0.0
4027,4,Junction,-123.0814095,49.2596477,0.0
4028,3,Junction,-123.081411,49.26975524,0.2762516676992083
4029,3,Junction,-123.081414,49.27408819,0.0
4030,4,Junction,-123.0813902,49.26055291,0.8144182336403604
4031,3,Junction,-123.0814046,49.26964559,0.8550097122014562
4032,3,Junction,-123.0814103,49.27422149,0.0
4033,3,Junction,-123.0813481,49.23643492,0.0
4034,2,Junction,-123.0813322,49.22780872,0.0
4035,4,Junction,-123.0813577,49.24543596,0.7575537634683835
4036,4,Junction,-123.0813405,49.24248895,0.4801414565714212
4037,4,Junction,-123.0813716,49.26145689,0.0
4038,4,Junction,-123.0813001,49.2290594,0.7623427143471035
4039,4,Junction,-123.0813254,49.24459686,0.0
4040,3,Junction,-123.0813741,49.27577317,0.536268225207185
4041,4,Junction,-123.0813517,49.26240646,1.1800341078627326
4042,3,Junction,-123.0813232,49.2465204,0.0
4043,3,Junction,-123.0813711,49.27590208,1.3074047673245957
4044,4,Junction,-123.0812996,49.23818862,0.0
4045,4,Junction,-123.0813552,49.2768096,0.0
4046,3,Junction,-123.081333,49.26335554,0.0
4047,4,Junction,-123.081347,49.27733186,0.0
4048,2,Psudo,-123.0813203,49.2670217,0.0
4049,4,Junction,-123.0813139,49.26426003,0.0
4050,4,Junction,-123.0813296,49.27823997,0.9124371537630792
4051,4,Junction,-123.0812942,49.26522552,0.0
4052,4,Junction,-123.0812366,49.23086537,0.0
4053,3,Junction,-123.0812918,49.26607002,0.0
4054,4,Junction,-123.0813088,49.27913959,2.0714223451934983
4055,3,Junction,-123.0812398,49.24023754,0.0
4056,4,Junction,-123.0812841,49.28003983,0.5875865592197099
4057,4,Junction,-123.0812666,49.28099154,0.6935272625062201
4058,3,Junction,-123.0812488,49.28193813,0.334376856889913
4059,4,Junction,-123.0811672,49.23276243,0.0
4060,3,Junction,-123.0812417,49.28230978,1.0215155046135238
4061,3,Junction,-123.0812338,49.28264318,0.0
4062,4,Junction,-123.0811063,49.23484313,0.6780590320823365
4063,3,Junction,-123.0810595,49.23643133,0.0
4064,1,Dead end,-123.0808327,49.20781347,0.0
4065,3,Junction,-123.0808127,49.20878072,0.2105984461967285
4066,3,Junction,-123.0807384,49.20906065,2.278526391495943
4067,3,Junction,-123.0807295,49.20950522,0.0
4068,3,Junction,-123.0807173,49.21011109,0.0
4069,3,Junction,-123.080697,49.2111045,0.0
4070,1,Dead end,-123.08072,49.27407914,0.0
4071,4,Junction,-123.0802191,49.22047497,0.3810471181045496
4072,1,Dead end,-123.0803035,49.27407417,0.4828964814078721
4073,3,Junction,-123.0802429,49.24023283,0.0
4074,3,Junction,-123.0802335,49.23642011,0.0
4075,4,Junction,-123.080167,49.22182852,0.3244455298634257
4076,4,Junction,-123.0801865,49.23817454,0.0
4077,4,Junction,-123.0801873,49.24247918,0.2762516676992083
4078,4,Junction,-123.0801421,49.21958955,0.0
4079,4,Junction,-123.0801149,49.2137822,0.3411660615140424
4080,4,Junction,-123.0801008,49.21464707,0.0
4081,4,Junction,-123.0801061,49.22342465,0.643485489452414
4082,4,Junction,-123.0801351,49.24459082,0.421334222154768
4083,4,Junction,-123.0800857,49.2155287,0.0
4084,3,Junction,-123.0801255,49.24023219,0.2282304601353406
4085,4,Junction,-123.0800761,49.21640259,0.0
4086,4,Junction,-123.0801143,49.24542968,0.0
4087,4,Junction,-123.0800534,49.21814109,0.2847077732731954
4088,3,Junction,-123.0800794,49.24645464,0.2680467169168741
4089,3,Junction,-123.0800773,49.2465143,0.2549097606963093
4090,4,Junction,-123.0800356,49.22532344,1.4758375960210233
4091,3,Junction,-123.0800099,49.22616168,0.7778213593991467
4092,3,Junction,-123.0800439,49.24752469,0.192385312893967
4093,3,Junction,-123.0800387,49.24768953,0.0
4094,3,Junction,-123.0799831,49.22697261,0.0
4095,4,Junction,-123.0800119,49.2485196,0.4705866415856499
4096,3,Junction,-123.0799591,49.22769396,0.0
4097,4,Junction,-123.079991,49.24903585,1.0040224245429124
4098,3,Junction,-123.0799565,49.2277753,0.0
4099,4,Junction,-123.0799588,49.2499406,0.5151371174238033
4100,4,Junction,-123.0799145,49.22904109,0.3411660615140424
4101,3,Junction,-123.0798839,49.21109813,0.0
4102,3,Junction,-123.0799825,49.27588188,0.0
4103,3,Junction,-123.0799873,49.28281119,0.0
4104,4,Junction,-123.0798682,49.21195703,0.0
4105,4,Junction,-123.0799261,49.2508441,0.0
4106,1,Dead end,-123.079986,49.28805608,0.0
4107,3,Junction,-123.0799654,49.27678731,0.5099857462495653
4108,2,Psudo,-123.0799747,49.28324935,0.0
4109,4,Junction,-123.0798508,49.21284848,1.0777919329922296
4110,3,Junction,-123.0798922,49.25174674,1.898039943190562
4111,4,Junction,-123.0798498,49.23084559,1.4014631030146405
4112,4,Junction,-123.0798819,49.2520586,1.686319015716254
4113,3,Junction,-123.079859,49.25265837,0.0
4114,4,Junction,-123.0798263,49.25355485,0.0
4115,4,Junction,-123.0797812,49.23274133,0.0
4116,1,Dead end,-123.0798311,49.27316565,0.5320464591670636
4117,4,Junction,-123.0797929,49.25445931,0.0
4118,4,Junction,-123.0797591,49.25536388,0.0
4119,4,Junction,-123.0797182,49.2348234,0.0
4120,4,Junction,-123.0797256,49.25626794,0.0
4121,3,Junction,-123.0796524,49.21109617,0.0
4122,1,Dead end,-123.0797355,49.27149004,0.4171208799332203
4123,3,Junction,-123.0797072,49.25675436,0.0
4124,3,Junction,-123.0796706,49.23641212,0.0
4125,2,Psudo,-123.0796135,49.25872891,0.7452968362990582
4126,1,Dead end,-123.0794475,49.26098947,0.348093114492442
4127,2,Junction,-123.0794635,49.2749656,0.0
4128,3,Junction,-123.0794382,49.26144114,0.0
4129,3,Junction,-123.0794375,49.27587395,0.0
4130,1,Dead end,-123.0794074,49.26288829,0.0
4131,3,Junction,-123.0793979,49.26334063,0.2259481555339872
4132,4,Junction,-123.0793797,49.26424484,1.0297859656221808
4133,4,Junction,-123.0793634,49.26519215,0.9918535215380992
4134,3,Junction,-123.0793446,49.26605336,0.0
4135,1,Dead end,-123.0792448,49.208913,0.0
4136,3,Junction,-123.0792768,49.27677804,0.0
4137,3,Junction,-123.0792611,49.27730717,0.7323033696543975
4138,3,Junction,-123.0792494,49.27767702,0.0
4139,1,Dead end,-123.0791289,49.21009781,0.0
4140,3,Junction,-123.0791283,49.21109175,0.0
4141,3,Junction,-123.0792335,49.2782033,0.0
4142,3,Junction,-123.0792231,49.27857732,0.5929664464014994
4143,3,Junction,-123.0792089,49.27910819,0.0
4144,3,Junction,-123.0791931,49.27948959,1.0187424619733392
4145,3,Junction,-123.0791822,49.28001511,0.3660323412732292
4146,2,Junction,-123.0791017,49.23640574,0.0
4147,3,Junction,-123.0791678,49.28039301,2.501802051951696
4148,3,Junction,-123.0790889,49.23687828,1.0755021717334596
4149,3,Junction,-123.0791519,49.28292221,0.0
4150,4,Junction,-123.079143,49.28111283,3.9286033474676416
4151,3,Junction,-123.0790655,49.2377205,0.0
4152,3,Junction,-123.0790527,49.23816524,0.0
4153,3,Junction,-123.0790415,49.23856248,0.0
4154,4,Junction,-123.0791044,49.28228858,0.4898902730042049
4155,3,Junction,-123.0790181,49.23939638,0.0
4156,4,Junction,-123.0789586,49.24022572,0.3985512834464037
4157,3,Junction,-123.078874,49.21958011,0.0
4158,4,Junction,-123.0788977,49.24251915,0.1982742565889144
4159,4,Junction,-123.0788403,49.2204542,0.0
4160,3,Junction,-123.0788446,49.24458142,1.1820998631376347
4161,4,Junction,-123.0787896,49.22181012,0.0
4162,3,Junction,-123.0788568,49.26876442,2.488175495706002
4163,4,Junction,-123.0788175,49.2696785,0.0
4164,4,Junction,-123.0787295,49.22340763,0.0
4165,3,Junction,-123.0786959,49.21026166,0.0
4166,4,Junction,-123.0786567,49.22530576,0.919911982290408
4167,1,Dead end,-123.0786414,49.22577708,0.0
4168,4,Junction,-123.0786896,49.27148385,3.16839052823157
4169,4,Junction,-123.0786639,49.27315036,0.0
4170,4,Junction,-123.0786432,49.27405303,0.5582661385478637
4171,3,Junction,-123.0785505,49.21639331,0.7011185600775318
4172,4,Junction,-123.0786275,49.27495496,1.4735125824713406
4173,4,Junction,-123.0785312,49.21813178,0.0
4174,3,Junction,-123.0785332,49.2290227,0.2847077732731954
4175,3,Junction,-123.0784992,49.21108644,0.0
4176,4,Junction,-123.0786013,49.27586212,0.598956006466161
4177,3,Junction,-123.0785112,49.21957722,0.3277227574378037
