StreetID,hblock,streetName,PseudoJunctionCount,pseudoJunctionID1,pseudoJunctionID2,adjustJunctionID1,adjustJunctionID2,adjustStreetID1,adjustStreetID2,streetType,PropertyCount,Avg_CURRENT_LAND_VALUE,SD_CURRENT_LAND_VALUE,Avg_CURRENT_IMPROVEMENT_VALUE,SD_CURRENT_IMPROVEMENT_VALUE,Avg_ASSESSMENT_YEAR,SD_ASSESSMENT_YEAR,Avg_PREVIOUS_LAND_VALUE,SD_PREVIOUS_LAND_VALUE,Avg_PREVIOUS_IMPROVEMENT_VALUE,SD_PREVIOUS_IMPROVEMENT_VALUE,Avg_YEAR_BUILT,SD_YEAR_BUILT,Avg_BIG_IMPROVEMENT_YEAR,SD_BIG_IMPROVEMENT_YEAR,Avg_ALL24,Avg_ALL8_9,Avg_ALL10_16,Avg_ALL17_18,Shape_Length,Landuse,latitude,longitude
6974,400 PACIFIC ST,PACIFIC ST,0,0,0,2194,2266,,, Arterial,43.0,327767.4651,152258.0062,245023.2791,89913.6314,2013.0,0.0,267465.1395,124895.5909,248739.5581,93145.63422,1989.0,0.0,1989.0,0.0,5830.75,732.625,2413.25,877.0,138.5748267,"S135, S200, S235, ",49.273193,-123.126176
6975,400 PENTICTON ST,PENTICTON ST,0,0,0,5429,5430,,, Residential,,,,,,,,,,,,,,,,,,,,102.5292961,"S200, S200, S200, S230, S400, ",49.288612,-123.051941
6976,400 POWELL ST,POWELL ST,0,0,0,3485,3572,,, Arterial,17.0,526705.8824,186852.4701,85870.58824,122026.4816,2013.0,0.0,404117.6471,143304.6939,166282.3529,138790.995,1919.823529,32.36362791,1968.764706,13.93973373,,,,,140.8316074,"R100, S130, S200, S200, S230, S230, S230, S230, S300, S300, S300, S400, ",49.28264,-123.094347
6977,400 PRINCESS AV,PRINCESS AV,0,0,0,3615,3616,,, Residential,3.0,1072700.333,799690.1577,210100.3333,171161.5374,2013.0,0.0,913400.3333,711690.0186,226300.3333,163084.2442,1963.333333,47.72141378,1963.333333,47.72141378,386.5833333,36.0,188.0833333,55.0,105.7273573,"S110, S130, S130, S230, S235, S400, S400, ",49.281065,-123.091496
6978,400 PRIOR ST,PRIOR ST,0,0,0,3471,3559,,, Secondary Arterial,16.0,799500.0,1278739.536,236431.25,568068.6997,2013.0,0.0,785312.5,1235718.022,249306.25,613509.5299,1944.0,33.87427736,1965.9375,25.77458373,10027.0,1248.25,4183.916667,1590.833333,142.2052003,"S110, S110, S110, S110, S130, S200, S300, ",49.276682,-123.095752
6979,400 RAILWAY ST,RAILWAY ST,0,0,0,3487,3576,,, Residential,7.0,1002000.0,741412.3909,290442.8571,370833.084,2013.0,0.0,958142.8571,708408.8811,238571.4286,311055.3419,1952.142857,21.48199689,1968.428571,8.263517065,,,,,143.5585021,"S200, S200, S200, S300, S300, S300, S300, S300, S300, ",49.284338,-123.097759
6980,400 RAILWAY ST,RAILWAY ST,0,0,0,3576,0,,, Residential,1.0,1504000.0,,100000.0,,2013.0,,1438000.0,,10400.0,,1918.0,,1970.0,,,,,,42.75928212,"S300, S300, S300, ",49.284338,-123.097759
6981,400 RAYMUR AV,RAYMUR AV,0,0,0,3977,3989,,, Residential,2.0,561000.0,323854.9058,17950.0,25385.13344,2013.0,0.0,447000.0,162634.5597,45100.0,63781.03166,1951.0,,1970.0,,690.0833333,83.91666667,326.3333333,101.75,107.2434298,"S135, S300, S300, S300, S700, S700, U100, ",49.281022,-123.082422
6982,400 RENFREW ST,RENFREW ST,0,0,0,5744,5745,,, Secondary Arterial,1.0,647000.0,,19000.0,,2013.0,,633000.0,,19000.0,,1931.0,,1931.0,,,,,,101.4679027,"R100, S110, S200, S200, ",49.281133,-123.044085
6983,400 RICHARDS ST,RICHARDS ST,0,0,0,2763,2795,,, Arterial,5.0,1155250.0,1137679.913,667000.0,805081.7764,2013.0,0.0,1080000.0,1084206.93,615750.0,691803.621,1951.0,52.12165257,1966.25,44.94719124,,,,,101.4472885,"S200, S200, S200, S200, S200, S200, S200, S230, S235, ",49.283692,-123.112448
6984,400 ROBSON ST,ROBSON ST,0,0,0,2586,2621,,, Arterial,5.0,648333.3333,267911.0549,138333.3333,91106.16518,2013.0,0.0,613000.0,252097.2035,136466.6667,89905.80256,1999.0,0.0,1999.0,0.0,1882.75,221.75,785.5,271.5,99.94375319,"S200, S200, S200, S235, S235, S235, S235, S400, ",49.279536,-123.117176
6985,400 SALSBURY DRIVE,SALSBURY DRIVE,0,0,0,4634,4635,,, Residential,1.0,554000.0,,51700.0,,2013.0,,451000.0,,46100.0,,1907.0,,1977.0,,,,,,106.2774757,"S110, S110, S130, S200, S200, S200, S400, U100, ",49.282167,-123.068262
6986,400 SE MARINE DRIVE,SE MARINE DRIVE,0,0,0,3354,3364,,, Arterial,4.0,568000.0,0.0,373000.0,0.0,2013.0,0.0,549000.0,0.0,274000.0,0.0,2007.0,0.0,2007.0,0.0,,,,,27.83877561,"S110, S200, ",49.21041,-123.096552
6987,400 SE MARINE DRIVE,SE MARINE DRIVE,0,0,0,3512,3542,,, Arterial,,,,,,,,,,,,,,,,,,,,22.12879569,"S110, S110, S200, S200, ",49.21041,-123.096552
6988,400 SE MARINE DRIVE,SE MARINE DRIVE,0,0,0,3475,3512,,, Arterial,6.0,2637500.0,3229661.515,595566.6667,805395.7578,2013.0,0.0,2748166.667,3421121.01,490700.0,639117.1254,1948.0,38.34057903,1986.0,4.183300133,19530.1,2315.6,8224.7,2813.3,77.36177683,"S110, S110, S110, S200, U100, ",49.21041,-123.096552
6989,400 SE MARINE DRIVE,SE MARINE DRIVE,0,0,0,3364,3475,,, Arterial,16.0,2947562.5,6375680.962,673975.0,2121699.983,2013.0,0.0,2942687.5,6353582.525,751175.0,2474940.163,1974.4375,19.6671257,1975.375,19.28686945,,,,,194.2238762,"S110, S110, S110, S200, ",49.21041,-123.096552
6990,400 SEMLIN DRIVE,SEMLIN DRIVE,0,0,0,4854,4855,,, Residential,3.0,1243333.333,1171443.696,181466.6667,135166.0214,2013.0,0.0,1027333.333,876995.0589,191900.0,144807.2167,1995.666667,10.96965511,1996.0,10.39230485,248.5,22.66666667,110.1666667,39.66666667,102.9998643,"S110, S110, S200, S200, S230, S400, S400, ",49.281186,-123.063633
6991,400 SEYMOUR ST,SEYMOUR ST,0,0,0,2727,2765,,, Arterial,4.0,4366500.0,4307055.026,10237350.0,11715409.36,2013.0,0.0,4316750.0,4363931.055,10114325.0,11574562.66,1983.5,25.0,1983.5,25.0,,,,,101.4374037,"S200, S200, S200, S200, S230, S235, S400, U100, ",49.284015,-123.113885
6992,400 SKEENA ST,SKEENA ST,0,0,0,6355,6356,,, Residential,3.0,1749000.0,2026499.445,16933.33333,7580.45733,2013.0,0.0,1607000.0,1789208.484,16866.66667,7694.370236,1959.666667,40.82074636,1959.666667,40.82074636,,,,,102.5541152,"S110, S110, S200, S230, S230, ",49.281025,-123.028333
6993,400 SLOCAN ST,SLOCAN ST,0,0,0,5536,5538,,, Residential,4.0,685250.0,127204.2321,155225.0,163091.9245,2013.0,0.0,669000.0,121991.803,164475.0,175875.9293,1957.25,41.74026833,1969.5,27.74286695,,,,,102.5810558,"S110, S110, S200, S200, S200, ",49.282011,-123.049343
6994,400 SMITHE ST,SMITHE ST,0,0,0,2526,2554,,, Arterial,,,,,,,,,,,,,,,,9582.666667,1218.666667,3785.5,1105.833333,99.29677701,"S135, S200, S200, S200, S235, S235, S235, S235, ",49.277825,-123.11758
6995,400 SW MARINE DRIVE,SW MARINE DRIVE,0,0,0,2634,2685,,, Arterial,,,,,,,,,,,,,,,,,,,,100.2760929,"S131, S200, S230, U100, ",49.211148,-123.114626
6996,400 SW MARINE DRIVE,SW MARINE DRIVE,0,0,0,2607,2634,,, Arterial,,,,,,,,,,,,,,,,,,,,74.69069341,"S230, S700, U100, ",49.211148,-123.114626
6997,400 TEMPLETON DRIVE,TEMPLETON DRIVE,0,0,0,5020,5021,,, Residential,5.0,833380.0,134212.6,130660.0,36697.9291,2013.0,0.0,729980.0,170856.8172,186260.0,69956.43644,1953.4,29.64456105,1968.4,11.73882447,322.7222222,21.66666667,168.0555556,53.16666667,101.2625786,"R100, S110, S110, S110, S200, S200, S230, S700, ",49.281057,-123.059779
6998,400 THURLOW ST,THURLOW ST,0,0,0,2483,2517,,, Arterial,,,,,,,,,,,,,,,,,,,,64.515196,"S200, S200, S200, S200, S235, ",49.2835159,-123.1269968
6999,400 UNION ST,UNION ST,0,0,0,3473,3561,,, Residential,14.0,815700.0,127910.6599,130285.7143,197121.9414,2013.0,0.0,762271.4286,100396.5248,123171.4286,186912.3835,1923.714286,31.36246795,1963.428571,23.43801739,1023.857143,154.0,406.4285714,184.7142857,141.948702,"R100, S110, S110, S110, S130, S131, S135, S230, S230, ",49.277587,-123.095535
7000,400 VERNON DRIVE,VERNON DRIVE,0,0,0,4147,4150,,, Residential,2.0,628400.0,28849.95667,818300.0,138168.665,2013.0,0.0,595800.0,5374.011537,686050.0,42355.69619,1947.5,60.1040764,1947.5,60.1040764,312.0,19.33333333,152.5833333,52.91666667,80.04231904,"S110, S200, S200, S230, S230, S300, ",49.281007,-123.079176
7001,400 VERNON DRIVE,VERNON DRIVE,0,0,0,4145,4147,,, Residential,4.0,406600.0,89789.23469,122950.0,42131.65872,2013.0,0.0,379950.0,81509.16104,118400.0,33822.67484,1975.0,48.0,1995.5,7.0,,,,,42.02514194,"S110, S230, S230, S300, S300, S300, ",49.281007,-123.079176
7002,400 VICTORIA DRIVE,VICTORIA DRIVE,0,0,0,4768,4769,,, Collector,,,,,,,,,,,,,,,,,,,,100.6333197,"S110, S110, S130, S200, S200, S200, S400, ",49.281186,-123.065591
7003,400 W 10TH AV,W 10TH AV,0,0,0,2696,2756,,, Residential,8.0,2874625.0,113569.2834,562.5,803.4523721,2013.0,0.0,2858250.0,192138.9006,550.0,769.0439334,1984.333333,1.632993162,1984.333333,1.632993162,,,,,144.4266116,"S131, S135, S200, S400, S700, ",49.262192,-123.111091
7004,400 W 12TH AV,W 12TH AV,0,0,0,2695,2752,,, Secondary Arterial,8.0,1738875.0,1614706.735,332812.5,356697.7449,2013.0,0.0,1692000.0,1629295.816,173062.5,246397.7153,1927.142857,31.99181443,1972.285714,16.18347187,,,,,142.8090085,"S110, S110, S130, S130, S131, S131, S400, U100, ",49.260398,-123.114777
7005,400 W 13TH AV,W 13TH AV,0,0,0,2693,2748,,, Residential,17.0,1063125.0,423238.2899,192131.25,113476.1691,2013.0,0.0,1033000.0,442538.5859,196918.75,112085.7007,1948.1875,42.22198282,1986.5625,16.87589504,,,,,142.903792,"S110, S110, S110, S130, S131, S131, S200, S200, S230, S410, ",49.259394,-123.111197
7006,400 W 14TH AV,W 14TH AV,0,0,0,2692,2745,,, Residential,16.0,1191250.0,574235.0854,137068.75,118534.8034,2013.0,0.0,1190437.5,564911.7888,136893.75,123045.5172,1943.25,32.06555785,1976.0,18.48963674,,,,,142.8874008,"S110, S110, S110, S110, S110, S130, S131, S131, S200, S230, S235, ",49.258683,-123.111228
7007,400 W 15TH AV,W 15TH AV,0,0,0,2691,2741,,, Residential,31.0,763689.6552,492365.9428,126124.1379,45169.50342,2013.0,0.0,745586.2069,485041.568,136055.1724,66671.35595,1980.827586,24.74739375,1988.62069,13.84458067,,,,,142.1547367,"S110, S110, S110, S110, S130, S131, S131, S131, S131, S131, S131, S200, S200, S235, ",49.257821,-123.114879
7008,400 W 16TH AV,W 16TH AV,0,0,0,2739,2781,,, Secondary Arterial,4.0,2218250.0,1524833.406,1057125.0,1931343.676,2013.0,0.0,2202500.0,1687925.058,879150.0,1561943.647,1956.25,24.39091361,1966.25,16.58061117,,,,,47.45696961,"S110, S110, S110, S131, ",49.256855,-123.113322
7009,400 W 16TH AV,W 16TH AV,0,0,0,2690,2739,,, Secondary Arterial,57.0,620044.4444,1035475.603,148631.1111,148262.2765,2013.0,0.0,610577.7778,1035572.47,128186.6667,138177.3475,1985.4,13.90127528,1985.444444,13.88517122,0.0,0.0,0.0,0.0,141.7345836,"R100, S110, S110, S131, S200, S200, S235, ",49.256855,-123.113322
7010,400 W 17TH AV,W 17TH AV,0,0,0,2687,2780,,, Residential,24.0,1340541.667,100734.6834,110566.6667,147582.6185,2013.0,0.0,1452833.333,107589.2619,114441.6667,144638.2381,1932.208333,23.78340519,1957.833333,19.55297524,,,,,189.8322695,"S110, S110, S110, S110, S110, S130, S200, S230, S230, ",49.255845,-123.114935
7011,400 W 18TH AV,W 18TH AV,0,0,0,2686,2779,,, Residential,21.0,1609285.714,1353909.456,143366.6667,144954.5009,2013.0,0.0,1707619.048,1330740.488,137185.7143,140487.2673,1934.761905,25.82809471,1970.952381,16.89223547,,,,,188.46393,"S110, S110, S110, S110, S200, S200, S200, ",49.254864,-123.115009
7012,400 W 19TH AV,W 19TH AV,0,0,0,2684,2778,,, Residential,22.0,1413545.455,682001.8662,223418.1818,298540.1539,2013.0,0.0,1477863.636,478397.5529,244763.6364,488686.6535,1940.272727,32.54181459,1970.363636,23.94546474,,,,,188.1969416,"S110, S110, S110, S110, S130, S200, S400, ",49.253915,-123.112636
7013,400 W 1ST AV,W 1ST AV,0,0,0,2711,2724,,, Residential,,,,,,,,,,,,,,,,,,,,63.76844956,"S135, S235, U100, ",49.268157,-123.114807
7014,400 W 20TH AV,W 20TH AV,0,0,0,2683,2776,,, Residential,21.0,1418904.762,644620.9665,131580.9524,156798.2992,2013.0,0.0,1479952.381,454117.4381,148819.0476,179343.4014,1947.714286,27.41558472,1959.857143,27.53595053,,,,,188.3713845,"S110, S110, S110, S110, S130, S130, S130, ",49.252958,-123.115106
7015,400 W 21ST AV,W 21ST AV,0,0,0,2681,2773,,, Residential,25.0,1482000.0,863270.1393,228072.0,296367.2335,2013.0,0.0,1539160.0,644132.1474,229260.0,334129.0257,1944.92,25.37209754,1975.8,16.7182535,,,,,189.8116945,"S110, S110, S110, S110, S130, S130, S130, ",49.252061,-123.115122
7016,400 W 22ND AV,W 22ND AV,0,0,0,2679,2771,,, Residential,20.0,1403700.0,218627.3205,207610.0,375827.2208,2013.0,0.0,1483300.0,102755.7656,189470.0,325837.8013,1944.2,20.50571166,1968.05,16.01471363,,,,,188.0025655,"S110, S110, S110, S110, S130, S130, S130, ",49.251114,-123.112742
7017,400 W 23RD AV,W 23RD AV,0,0,0,2677,2768,,, Residential,26.0,1418692.308,436508.6729,230703.8462,269607.0733,2013.0,0.0,1437384.615,354190.2401,203565.3846,215040.4073,1955.730769,26.88874514,1973.038462,23.02082669,,,,,187.4071194,"S110, S110, S110, S110, S130, S130, S200, S200, ",49.250117,-123.115205
7018,400 W 26TH AV,W 26TH AV,0,0,0,2671,2788,,, Residential,18.0,1846500.0,362301.9946,282772.2222,366858.6614,2013.0,0.0,1995222.222,310137.077,247616.6667,344234.2862,1964.833333,28.43413442,1968.777778,26.27133431,166.0,25.83333333,67.66666667,27.0,233.7365555,"S110, S110, S110, S110, S110, S110, ",49.247886,-123.112091
7019,400 W 27TH AV,W 27TH AV,0,0,0,2668,2787,,, Residential,21.0,1743952.381,37963.76719,311428.5714,212189.9011,2013.0,0.0,1865809.524,30228.49491,318761.9048,218583.5641,1962.857143,25.06847764,1977.190476,19.48234854,,,,,235.3149249,"S110, S110, S110, S110, S110, S110, ",49.247023,-123.115274
7020,400 W 28TH AV,W 28TH AV,0,0,0,2667,2786,,, Residential,18.0,1836722.222,365796.7622,250116.6667,263883.8342,2013.0,0.0,1936388.889,329810.3089,256333.3333,269656.9411,1962.611111,24.9591169,1971.111111,20.34377745,,,,,233.2671923,"S110, S110, S110, S110, S110, S110, ",49.246061,-123.113036
7021,400 W 29TH AV,W 29TH AV,0,0,0,2665,2784,,, Secondary Arterial,9.0,1784333.333,331070.6118,293411.1111,416967.1103,2013.0,0.0,1879888.889,294041.8527,297500.0,426518.1649,1962.555556,30.00462927,1968.222222,26.8131394,3523.25,466.25,1344.75,540.75,233.2073639,"R100, S110, S110, S110, ",49.245121,-123.112525
7022,400 W 2ND AV,W 2ND AV,0,0,0,2717,2749,,, Arterial,199.0,229489.7959,67571.61366,183294.898,49586.94384,2013.0,0.0,124310.0,15723.47502,104190.0,18515.30598,2011.693878,1.323617136,2011.938776,1.445178201,13384.75,1153.125,6187.0,1978.0,141.8896271,"S200, S200, S235, S235, S300, ",49.268298,-123.111481
7023,400 W 33RD AV,W 33RD AV,0,0,0,2616,0,,, Residential,,,,,,,,,,,,,,,,,,,,88.11500504,"R100, S110, ",49.241117,-123.119303
7024,400 W 35TH AV,W 35TH AV,0,0,0,2622,2670,,, Residential,4.0,1963500.0,395019.4088,59400.0,29888.23626,2013.0,0.0,2125500.0,290512.7651,61625.0,31763.33053,1956.0,6.055300708,1956.0,6.055300708,,,,,116.5305237,"R100, S110, S110, S110, S110, ",49.239287,-123.116293
7025,400 W 37TH AV,W 37TH AV,0,0,0,2718,2736,,, Residential,4.0,1598250.0,6075.908711,240975.0,307348.7745,2013.0,0.0,1618000.0,4546.060566,241100.0,316762.6451,1962.0,25.36401651,1974.5,22.75228926,,,,,88.23096449,"R100, S110, S110, S110, ",49.237252,-123.116082
7026,400 W 37TH AV,W 37TH AV,0,0,0,2651,2718,,, Residential,8.0,1766750.0,315304.2748,79437.5,122350.0124,2013.0,0.0,1874250.0,294584.8168,80500.0,127812.9884,1953.875,11.8495027,1953.875,11.8495027,0.0,0.0,0.0,0.0,114.59764,"R100, S110, S110, S110, S110, ",49.237252,-123.116082
7027,400 W 38TH AV,W 38TH AV,0,0,0,2648,2735,,, Residential,19.0,1724052.632,275674.2187,227289.4737,237341.5446,2013.0,0.0,1748736.842,264414.6243,226268.4211,235787.296,1966.578947,20.68363763,1970.263158,21.7838934,,,,,201.7548785,"S110, S110, S110, S110, S110, ",49.236214,-123.113325
7028,400 W 39TH AV,W 39TH AV,0,0,0,2646,2733,,, Residential,19.0,1664894.737,163868.1363,257526.3158,339234.54,2013.0,0.0,1697578.947,157802.7305,200721.0526,271647.115,1966.631579,25.27451621,1970.315789,23.41901562,,,,,201.5819563,"S110, S110, S110, S110, S110, S230, ",49.235294,-123.113272
7029,400 W 40TH AV,W 40TH AV,0,0,0,2644,2730,,, Residential,52.0,940500.0,2138250.545,400455.7692,1336868.645,2013.0,0.0,961653.8462,2097411.017,375873.0769,1273154.446,1987.673077,17.09112963,1988.769231,15.70764193,,,,,201.2955081,"S110, S110, S110, S230, S230, ",49.23438,-123.113409
7030,400 W 46TH AV,W 46TH AV,0,0,0,2631,2715,,, Residential,16.0,1140062.5,645862.0564,232218.75,157991.967,2013.0,0.0,1166625.0,678051.0182,229412.5,166538.0752,1984.1875,23.59722794,1987.5,19.89639833,,,,,129.0428307,"S110, S110, S110, S110, S131, ",49.22873,-123.114179
7031,400 W 48TH AV,W 48TH AV,0,0,0,2628,2713,,, Residential,10.0,1976100.0,455464.7077,206390.0,195991.4933,2013.0,0.0,2053800.0,407206.6906,219520.0,213373.4535,1970.555556,20.2553148,1970.666667,20.35927307,,,,,133.306274,"S110, S110, S110, S131, U100, ",49.226884,-123.113028
7032,400 W 58TH AV,W 58TH AV,0,0,0,2619,2734,,, Residential,16.0,1452562.5,136079.3733,55156.25,39940.48854,2013.0,0.0,1647500.0,58161.84316,48668.75,32356.13736,1957.1875,0.403112887,1962.0625,10.76704076,91.3,34.1,36.3,9.3,257.5464073,"R100, S110, S110, S410, ",49.217746,-123.113313
7033,400 W 59TH AV,W 59TH AV,0,0,0,2673,2732,,, Residential,9.0,1408333.333,50000.0,204355.5556,374555.0431,2013.0,0.0,1629888.889,27333.33333,168533.3333,308969.2744,1964.222222,17.61943372,1971.444444,16.68165992,2067.636364,320.7727273,884.9090909,353.5454545,147.801199,"R100, S110, S110, S410, ",49.216891,-123.113338
7034,400 W 59TH AV,W 59TH AV,0,0,0,2618,2673,,, Residential,8.0,1758000.0,1068969.063,89700.0,132791.1249,2013.0,0.0,1765375.0,833153.3794,89150.0,132599.9785,1963.625,13.49007572,1965.125,14.11622673,,,,,109.7311176,"R100, S110, S110, S110, S230, ",49.216891,-123.113338
7035,400 W 5TH AV,W 5TH AV,0,0,0,2717,2772,,, Residential,1.0,1779000.0,,740000.0,,2013.0,,1734000.0,,746000.0,,1922.0,,1983.0,,1530.5,150.5,749.5,187.0,136.5080858,"S130, S200, S235, S300, S300, S300, ",49.266632,-123.112189
7036,400 W 62ND AV,W 62ND AV,0,0,0,2666,2714,,, Residential,3.0,1241000.0,79674.33715,365433.3333,293211.8063,2013.0,0.0,1176000.0,43301.27019,389500.0,307543.0864,1982.333333,21.93931023,1986.333333,18.58314649,,,,,63.24074034,"R100, S110, S110, S110, ",49.214085,-123.114903
7037,400 W 62ND AV,W 62ND AV,0,0,0,2613,2666,,, Residential,7.0,1691714.286,498288.3082,162757.1429,172559.824,2013.0,0.0,1669285.714,515656.7703,170414.2857,166371.7767,1965.285714,17.50918127,1968.571429,16.38960181,216.6,36.7,85.3,34.4,108.6871855,"R100, S110, S110, S110, S110, ",49.214085,-123.114903
7038,400 W 63RD AV,W 63RD AV,0,0,0,2611,2709,,, Residential,17.0,1236529.412,85645.43015,165723.5294,165955.1993,2013.0,0.0,1195235.294,103150.0905,166617.6471,164788.058,1964.470588,18.26580701,1970.0,16.4924225,202.3571429,32.32142857,82.53571429,32.10714286,171.823152,"S110, S110, S110, S110, S110, S110, S110, ",49.213178,-123.114652
7039,400 W 64TH AV,W 64TH AV,0,0,0,2638,2705,,, Residential,7.0,1168714.286,87215.66045,376385.7143,212379.3966,2013.0,0.0,1098714.286,87642.6728,374557.1429,207641.7737,1987.857143,15.41026251,1988.0,15.48117136,,,,,112.5643874,"S110, S110, S110, S110, S110, S110, S110, S130, ",49.21228,-123.115425
7040,400 W 64TH AV,W 64TH AV,0,0,0,2609,2638,,, Residential,6.0,808200.0,275907.0496,116620.0,87003.74705,2013.0,0.0,1128333.333,768800.2775,114333.3333,73374.83674,1972.333333,17.04894914,1972.333333,17.04894914,,,,,58.63768619,"S110, S110, S110, S110, S700, ",49.21228,-123.115425
7041,400 W 6TH AV,W 6TH AV,0,0,0,2716,2770,,, Residential,18.0,355855.5556,624695.8406,163922.2222,62894.80999,2013.0,0.0,342150.0,627552.2891,178066.6667,72107.83591,1996.888889,0.471404521,1996.888889,0.471404521,,,,,135.2523123,"S200, S200, S200, S200, S230, S235, S300, ",49.265722,-123.114531
7042,400 W 7TH AV,W 7TH AV,0,0,0,2707,2766,,, Collector,26.0,298615.3846,46052.21117,234923.0769,44349.45148,2013.0,0.0,314230.7692,46090.61309,198192.3077,38743.27733,2008.0,0.0,2008.0,0.0,3495.75,379.5,1714.9375,555.0625,140.7517289,"S200, S200, S230, S230, S300, ",49.2652254,-123.1461922
7043,400 W 8TH AV,W 8TH AV,0,0,0,2702,2761,,, Residential,136.0,672946.3235,4069018.189,491084.5588,3294279.827,2013.0,0.0,675945.5882,3752930.367,453353.6765,3248190.469,2001.536765,4.340861987,2001.544118,4.351019714,,,,,140.7035992,"S200, S200, S230, S235, S235, S300, ",49.263887,-123.111071
7044,400 W BROADWAY,W BROADWAY,0,0,0,2698,2758,,, Arterial,6.0,997500.0,1168302.658,350333.3333,493953.709,2013.0,0.0,1046166.667,1240118.287,257050.0,307080.6458,1994.166667,24.13641785,1994.666667,22.96664248,,,,,144.3841653,"R100, S200, S200, S200, S200, S200, S400, S700, ",49.262873,-123.113168
7045,400 W CORDOVA ST,W CORDOVA ST,0,0,0,2820,2868,,, Arterial,9.0,2512142.857,1722625.267,1231957.143,1151652.557,2013.0,0.0,2073571.429,1373176.349,1465942.857,1418226.953,1932.0,40.29888336,1976.428571,11.01297936,,,,,100.2476637,"S200, S200, S200, S200, S200, S200, ",49.28434,-123.110398
7046,400 W GEORGIA ST,W GEORGIA ST,0,0,0,2650,2689,,, Arterial,3.0,6249333.333,6513783.949,7043866.667,12196351.36,2013.0,0.0,6249333.333,6513783.949,5901833.333,10218378.23,1964.333333,27.7908858,1970.0,18.33030278,,,,,99.3593146,"S200, S200, S200, S200, S200, S200, S400, S400, ",49.280572,-123.115789
7047,400 W HASTINGS ST,W HASTINGS ST,0,0,0,2795,2823,,, Arterial,29.0,1472620.724,871282.3866,438855.2069,1260453.135,2013.0,0.0,1250155.207,793900.7468,532965.5517,1207747.455,1933.307692,36.71595755,1949.384615,32.91574325,,,,,99.33375267,"S200, S200, S200, S200, S200, S200, ",49.28332,-123.111427
7048,400 W KENT AV NORTH,W KENT AV NORTH,0,0,0,2599,2675,,, Secondary Arterial,1.0,5451000.0,,2283000.0,,2013.0,,5737000.0,,1636000.0,,1987.0,,1987.0,,3886.75,643.5,1926.75,735.5,155.1612155,"S300, S300, S300, S700, ",49.2054892,-123.1209978
7049,400 W KENT AV SOUTH,W KENT AV SOUTH,0,0,0,2594,0,,, Arterial,1.0,5077000.0,,3419000.0,,2013.0,,4626000.0,,3450000.0,,,,,,,,,,149.8106237,"S300, S700, U100, ",49.204249,-123.116146
7050,400 W KENT AV SOUTH,W KENT AV SOUTH,1,2532,0,2594,0,8190.0,, Arterial,,,,,,,,,,,,,,,,,,,,129.8076991,"S700, U100, ",49.204249,-123.116146
7051,400 W KING EDWARD AV,W KING EDWARD AV,0,0,0,2760,2790,,, Arterial,2.0,1487000.0,15556.34919,38450.0,10818.73375,2013.0,0.0,1547500.0,3535.533906,39250.0,11950.1046,1940.5,2.121320344,1948.5,9.192388155,,,,,46.74180933,"S110, S110, S110, ",49.248897,-123.111955
7052,400 W KING EDWARD AV,W KING EDWARD AV,0,0,0,2674,2760,,, Arterial,18.0,1065277.778,687929.1863,154644.4444,134148.4043,2013.0,0.0,1098611.111,695794.1835,160122.2222,159729.3319,1953.333333,32.77014423,1982.777778,16.16297714,,,,,187.2258659,"S110, S110, S110, S110, S200, ",49.248897,-123.111955
7053,400 W PENDER ST,W PENDER ST,0,0,0,2763,2794,,, Arterial,13.0,2229500.167,2200594.12,1879891.833,2754902.743,2013.0,0.0,2128966.833,2090935.756,2003150.167,3162930.218,1923.833333,31.9170326,1925.583333,31.60396504,,,,,99.32114713,"S135, S200, S200, S200, S200, S230, S230, S235, S410, ",49.282762,-123.111923
7054,400 WINDERMERE ST,WINDERMERE ST,0,0,0,6067,6068,,, Residential,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,103.0607809,"R100, R100, R100, ",49.280124,-123.036209
7055,400 WOODLAND DRIVE,WOODLAND DRIVE,0,0,0,4441,4442,,, Residential,6.0,683300.0,275191.5333,96500.0,164952.7205,2013.0,0.0,699500.0,297758.1233,80883.33333,176468.7215,1981.833333,25.97242127,1987.666667,19.43879283,,,,,105.5214978,"S130, S130, S200, S200, S200, S200, S300, S400, ",49.2693934,-123.0733532
7056,4000-4100 W 8TH AV,W 8TH AV,0,0,0,147,198,,, Residential,12.0,9987583.333,21959422.85,492016.6667,517472.4425,2013.0,0.0,8781166.667,17461320.07,488116.6667,528603.9879,1966.0,33.7423392,1971.166667,28.97909382,0.0,0.0,0.0,0.0,303.0637161,"S110, S110, S110, S400, ",49.2650956,-123.1593818
7057,4000-4200 MAPLE CRESCENT,MAPLE CRESCENT,1,1243,0,1293,0,7089.0,, Residential,10.0,1935000.0,189471.1939,136420.0,148599.2732,2013.0,0.0,2169900.0,199218.1663,133510.0,150790.7266,1943.7,19.32787279,1962.3,15.07057471,0.0,0.0,0.0,0.0,278.3576547,"S110, S110, S200, S700, ",49.2485862,-123.1502638
